,GPSTime,Imagef,Northing,Easting,Altitude,Site,Date,DateTime,Time,RH,AirTemp,Dewpoint_C,Leaf_Wet_Perc,Srad_mJ,Eto_mm,Absolute_RH_gm3,Specific_RH_gkg,STRD,STRD_Clearsky
10,367644.268,Flight1_cam1-000-000010-0,-3100207.2917325227,3483227.300967251,296.0826721191406,NkuluEP,2020-01-16,2020-01-16 08:07:24.268,08:07:24,74.21528533333338,26.836815555555546,21.84050951111111,0.0,3.9,0.7437022333333332,19.25680727777778,18.284211744444445,1489626.4130254213,1384515.8141436533
11,367647.204,Flight1_cam1-000-000011-0,-3100233.055438588,3483217.3027346125,297.5927124023437,NkuluEP,2020-01-16,2020-01-16 08:07:27.204,08:07:27,74.20745599999994,26.83844666666668,21.84024853333333,0.0,3.9,0.7437267000000002,19.25652183333333,18.283975233333333,1489600.8047742632,1384522.6346869601
12,367650.274,Flight1_cam1-000-000012-0,-3100258.6744349524,3483208.446156545,299.1478576660156,NkuluEP,2020-01-16,2020-01-16 08:07:30.274,08:07:30,74.1992693333334,26.84015222222221,21.839975644444447,0.0,3.9,0.7437522833333331,19.256223361111115,18.28372792777778,1489574.0277541496,1384529.7665220932
13,367653.21,Flight1_cam1-000-000013-0,-3100282.050323155,3483200.0298816417,300.0412902832031,NkuluEP,2020-01-16,2020-01-16 08:07:33.210,08:07:33,74.19143999999994,26.841783333333346,21.839714666666662,0.0,3.9,0.7437767500000002,19.255937916666664,18.283491416666667,1489548.4195029915,1384536.5870654
14,367656.28,Flight1_cam1-000-000014-0,-3100300.9495587493,3483193.405566611,300.03662109375,NkuluEP,2020-01-16,2020-01-16 08:07:36.280,08:07:36,74.18325333333327,26.843488888888903,21.839441777777775,0.0,3.9,0.7438023333333336,19.25563944444444,18.28324411111111,1489521.6424828775,1384543.7189005334
15,367659.216,Flight1_cam1-000-000015-0,-3100313.742997687,3483189.232210377,299.9093933105469,NkuluEP,2020-01-16,2020-01-16 08:07:39.216,08:07:39,74.17542399999996,26.84512000000001,21.839180799999998,0.0,3.9,0.7438268000000001,19.255354,18.283007599999998,1489496.0342317198,1384550.53944384
16,367662.286,Flight1_cam1-000-000016-0,-3100326.8081573797,3483184.952437523,299.97442626953125,NkuluEP,2020-01-16,2020-01-16 08:07:42.286,08:07:42,74.16723733333328,26.84682555555557,21.838907911111107,0.0,3.9,0.7438523833333335,19.255055527777778,18.282760294444444,1489469.257211606,1384557.6712789733
17,367665.222,Flight1_cam1-000-000017-0,-3100340.8016384966,3483179.7813644866,300.96728515625,NkuluEP,2020-01-16,2020-01-16 08:07:45.222,08:07:45,74.15940799999998,26.84845666666667,21.838646933333333,0.0,3.9,0.74387685,19.254770083333334,18.282523783333332,1489443.6489604483,1384564.49182228
18,367668.292,Flight1_cam1-000-000018-0,-3100358.5119290096,3483173.497444,303.70318603515625,NkuluEP,2020-01-16,2020-01-16 08:07:48.292,08:07:48,74.1512213333333,26.85016222222223,21.838374044444443,0.0,3.9,0.7439024333333335,19.25447161111111,18.282276477777778,1489416.8719403343,1384571.6236574133
19,367671.228,Flight1_cam1-000-000019-0,-3100374.535365704,3483168.0707551194,306.6151428222656,NkuluEP,2020-01-16,2020-01-16 08:07:51.228,08:07:51,74.14339199999999,26.851793333333333,21.838113066666665,0.0,3.9,0.7439269000000001,19.254186166666667,18.282039966666666,1489391.2636891766,1384578.44420072
20,367674.298,Flight1_cam1-000-000020-0,-3100387.692419179,3483164.663445197,309.7693176269531,NkuluEP,2020-01-16,2020-01-16 08:07:54.298,08:07:54,74.13520533333332,26.853498888888893,21.837840177777775,0.0,3.9,0.7439524833333334,19.253887694444444,18.281792661111112,1489364.4866690626,1384585.5760358532
21,367677.234,Flight1_cam1-000-000021-0,-3100398.7766657826,3483161.086842929,313.29364013671875,NkuluEP,2020-01-16,2020-01-16 08:07:57.234,08:07:57,74.12737600000001,26.85513,21.8375792,0.0,3.9,0.74397695,19.25360225,18.28155615,1489338.878417905,1384592.39657916
22,367680.304,Flight1_cam1-000-000022-0,-3100416.714778851,3483153.393322305,318.4430236816406,NkuluEP,2020-01-16,2020-01-16 08:08:00.304,08:08:00,74.11918933333332,26.85683555555556,21.83730631111111,0.0,3.9,0.7440025333333333,19.253303777777777,18.281308844444446,1489312.1013977912,1384599.5284142934
23,367683.24,Flight1_cam1-000-000023-0,-3100442.5870149303,3483142.804016278,323.49078369140625,NkuluEP,2020-01-16,2020-01-16 08:08:03.240,08:08:03,74.11136000000003,26.85846666666666,21.837045333333332,0.0,3.9,0.7440269999999999,19.253018333333333,18.281072333333334,1489286.4931466335,1384606.3489575998
24,367686.31,Flight1_cam1-000-000024-0,-3100474.6353184325,3483129.906391416,328.3960876464844,NkuluEP,2020-01-16,2020-01-16 08:08:06.310,08:08:06,74.10317333333334,26.86017222222222,21.836772444444442,0.0,3.9,0.7440525833333334,19.25271986111111,18.280825027777777,1489259.7161265195,1384613.4807927334
25,367689.246,Flight1_cam1-000-000025-0,-3100501.8297912627,3483121.1083937995,330.1624755859375,NkuluEP,2020-01-16,2020-01-16 08:08:09.246,08:08:09,74.09534400000004,26.861803333333324,21.836511466666668,0.0,3.9,0.7440770499999999,19.25243441666667,18.28058851666667,1489234.1078753618,1384620.30133604
26,367692.182,Flight1_cam1-000-000026-0,-3100520.961910424,3483115.761938928,329.9140014648437,NkuluEP,2020-01-16,2020-01-16 08:08:12.182,08:08:12,74.08751466666675,26.86343444444443,21.83625048888889,0.0,3.9,0.7441015166666665,19.252148972222226,18.280352005555557,1489208.4996242041,1384627.1218793467
27,367695.252,Flight1_cam1-000-000027-0,-3100532.565014379,3483111.969257357,329.8205871582031,NkuluEP,2020-01-16,2020-01-16 08:08:15.252,08:08:15,74.07932800000006,26.86513999999999,21.8359776,0.0,3.9,0.7441270999999998,19.251850500000003,18.280104700000003,1489181.72260409,1384634.25371448
28,367698.188,Flight1_cam1-000-000028-0,-3100546.333110002,3483104.417812755,329.7474365234375,NkuluEP,2020-01-16,2020-01-16 08:08:18.188,08:08:18,74.07149866666661,26.866771111111124,21.83571662222222,0.0,3.9,0.7441515666666668,19.251565055555552,18.279868188888887,1489156.114352932,1384641.0742577866
29,367701.258,Flight1_cam1-000-000029-0,-3100572.382558305,3483089.015180468,329.3572692871094,NkuluEP,2020-01-16,2020-01-16 08:08:21.258,08:08:21,74.06331200000008,26.868476666666652,21.835443733333335,0.0,3.9,0.7441771499999997,19.251266583333337,18.279620883333337,1489129.3373328187,1384648.20609292
30,367704.194,Flight1_cam1-000-000030-0,-3100605.367781256,3483073.056460477,329.48272705078125,NkuluEP,2020-01-16,2020-01-16 08:08:24.194,08:08:24,74.05548266666662,26.870107777777786,21.835182755555554,0.0,3.9,0.7442016166666668,19.25098113888889,18.27938437222222,1489103.7290816605,1384655.0266362266
