GPSTime,Imagef,Northing,Easting,Altitude,Site,Date,DateTime,Time,RH,AirTemp,Dewpoint_C,Leaf_Wet_Perc,Srad_mJ,Eto_mm,Absolute_RH_gm3,Specific_RH_gkg,STRD,STRD_Clearsky,day
290095.467,Flight3_cam1-000-000245-0,7210810.029260081,328586.5545059565,686.8563842773438,HlangwineEP,2020-01-22,2020-01-22 10:34:55.467,10:34:55,47.507555,29.840281583333336,17.449567316666666,0.0,2.77462225,0.5707451916666667,14.887774733333332,14.599416216666665,1489070.1742206092,1306876.2882609137,22.0
290097.469,Flight3_cam1-000-000246-0,7210796.845995005,328595.3669263606,687.1007690429688,HlangwineEP,2020-01-22,2020-01-22 10:34:57.469,10:34:57,47.50421833333336,29.84089330555555,17.449022327777783,0.0,2.774789083333332,0.5707841194444441,14.88728535555556,14.598937961111115,1489066.390985042,1306884.3008566156,22.0
290099.604,Flight3_cam1-000-000247-0,7210782.61117667,328604.95853311394,687.3252563476562,HlangwineEP,2020-01-22,2020-01-22 10:34:59.604,10:34:59,47.50066000000001,29.841545666666665,17.448441133333336,0.0,2.7749669999999997,0.5708256333333331,14.886763466666668,14.598427933333337,1489062.3564156434,1306892.8457576267,22.0
290102.274,Flight3_cam1-000-000248-0,7210765.149704607,328616.6042284402,687.59423828125,HlangwineEP,2020-01-22,2020-01-22 10:35:02.274,10:35:02,47.49621000000004,29.842361499999992,17.447714300000005,0.0,2.775189499999998,0.5708775499999995,14.886110800000006,14.597790100000006,1489057.310841735,1306903.53188676,22.0
290103.475,Flight3_cam1-000-000249-0,7210756.789606152,328622.2531677702,687.799560546875,HlangwineEP,2020-01-22,2020-01-22 10:35:03.475,10:35:03,47.494208333333376,29.842728472222216,17.447387361111115,0.0,2.7752895833333318,0.5709009027777773,14.885817222222228,14.59750319444445,1489055.0412783404,1306908.3386437222,22.0
290105.477,Flight3_cam1-000-000250-0,7210743.652247347,328631.10922381066,688.1284790039062,HlangwineEP,2020-01-22,2020-01-22 10:35:05.477,10:35:05,47.49087166666664,29.843340194444448,17.446842372222218,0.0,2.775456416666668,0.5709398305555559,14.885327844444442,14.597024938888886,1489051.258042773,1306916.351239425,22.0
290107.479,Flight3_cam1-000-000251-0,7210730.421773766,328640.04961056646,688.3854370117188,HlangwineEP,2020-01-22,2020-01-22 10:35:07.479,10:35:07,47.487535000000015,29.843951916666665,17.446297383333334,0.0,2.7756232499999998,0.5709787583333332,14.884838466666668,14.596546683333337,1489047.4748072058,1306924.3638351266,22.0
290110.015,Flight3_cam1-000-000252-0,7210713.556195016,328651.39765272965,688.736328125,HlangwineEP,2020-01-22,2020-01-22 10:35:10.015,10:35:10,47.48330833333331,29.84472680555556,17.445607027777772,0.0,2.7758345833333347,0.5710280694444447,14.884218555555552,14.595940861111108,1489042.682456857,1306934.5136566558,22.0
290111.483,Flight3_cam1-000-000253-0,7210704.143148267,328657.8165258552,688.948974609375,HlangwineEP,2020-01-22,2020-01-22 10:35:11.483,10:35:11,47.480861666666655,29.845175361111117,17.445207405555553,0.0,2.7759569166666678,0.5710566138888891,14.883859711111109,14.59559017222222,1489039.9083360715,1306940.3890265313,22.0
290113.485,Flight3_cam1-000-000254-0,7210690.397451767,328666.87629558984,689.2721557617188,HlangwineEP,2020-01-22,2020-01-22 10:35:13.485,10:35:13,47.47752500000002,29.845787083333327,17.44466241666667,0.0,2.7761237499999987,0.5710955416666664,14.883370333333335,14.59511191666667,1489036.125100504,1306948.4016222334,22.0
290115.487,Flight3_cam1-000-000255-0,7210677.217266567,328675.6417794828,689.568359375,HlangwineEP,2020-01-22,2020-01-22 10:35:15.487,10:35:15,47.474188333333295,29.84639880555556,17.44411742777777,0.0,2.776290583333336,0.5711344694444449,14.88288095555555,14.594633661111104,1489032.341864937,1306956.4142179356,22.0
290118.023,Flight3_cam1-000-000256-0,7210660.393174416,328687.13321778574,689.8831787109375,HlangwineEP,2020-01-22,2020-01-22 10:35:18.023,10:35:18,47.46996166666669,29.84717369444444,17.443427072222224,0.0,2.7765019166666653,0.5711837805555553,14.882261044444448,14.594027838888891,1489027.5495145882,1306966.5640394646,22.0
290119.491,Flight3_cam1-000-000257-0,7210651.05702582,328693.4807933236,690.1057739257812,HlangwineEP,2020-01-22,2020-01-22 10:35:19.491,10:35:19,47.467515000000034,29.847622249999997,17.443027450000006,0.0,2.7766242499999985,0.5712123249999996,14.881902200000004,14.593677150000005,1489024.775393803,1306972.43940934,22.0
290121.493,Flight3_cam1-000-000258-0,7210637.301904734,328702.5435051399,690.4375610351562,HlangwineEP,2020-01-22,2020-01-22 10:35:21.493,10:35:21,47.46417833333331,29.84823397222223,17.442482461111105,0.0,2.7767910833333347,0.5712512527777781,14.881412822222218,14.59319889444444,1489020.9921582353,1306980.4520050425,22.0
290123.495,Flight3_cam1-000-000259-0,7210624.111480024,328711.39314015454,690.85546875,HlangwineEP,2020-01-22,2020-01-22 10:35:23.495,10:35:23,47.460841666666674,29.84884569444444,17.44193747222222,0.0,2.7769579166666665,0.5712901805555555,14.880923444444443,14.59272063888889,1489017.208922668,1306988.4646007444,22.0
290125.63,Flight3_cam1-000-000260-0,7210609.730926779,328721.02996914403,691.2410278320312,HlangwineEP,2020-01-22,2020-01-22 10:35:25.630,10:35:25,47.45728333333332,29.84949805555556,17.441356277777775,0.0,2.777135833333334,0.5713316944444445,14.880401555555554,14.59221061111111,1489013.1743532694,1306997.0095017557,22.0
