,,,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature,Temperature
,,,count,mean,std,min,25%,50%,75%,max
imgf,Topo,Exclosure,,,,,,,,
cam1-001-000494-0.tif,Upland,Partial,27234.0,33.41758728027344,0.9765875339508057,31.529998779296875,32.57000732421875,33.489990234375,34.1300048828125,36.329986572265625
cam1-001-000602-0.tif,Lowland,Open,32076.0,35.95796585083008,1.4456690549850464,32.410003662109375,34.889984130859375,36.11000061035156,36.970001220703125,39.45001220703125
cam1-001-000602-0.tif,Lowland,Partial,108567.0,34.62659454345703,1.5300285816192627,31.529998779296875,33.3699951171875,34.529998779296875,35.769989013671875,38.769989013671875
cam1-001-000602-0.tif,Upland,Open,420876.0,35.65497589111328,1.544585943222046,31.529998779296875,34.489990234375,35.889984130859375,36.889984130859375,39.92999267578125
cam1-001-000602-0.tif,Upland,Partial,3842091.0,34.184329986572266,1.4217478036880493,30.3699951171875,33.089996337890625,34.04998779296875,35.170013427734375,42.45001220703125
cam1-001-000618-0.tif,Upland,Open,599274.0,35.14305114746094,1.5127406120300293,31.1300048828125,33.970001220703125,35.329986572265625,36.329986572265625,39.730010986328125
cam1-001-000618-0.tif,Upland,Partial,3209778.0,34.136287689208984,1.340692400932312,30.730010986328125,33.1300048828125,33.92999267578125,35.010009765625,42.45001220703125
cam1-001-000866-0.tif,Upland,Open,2213901.0,37.31168746948242,2.2353034019470215,30.889984130859375,35.649993896484375,37.489990234375,39.04998779296875,45.410003662109375
cam1-001-000866-0.tif,Upland,Partial,57852.0,35.641353607177734,1.6365642547607422,32.3699951171875,34.3699951171875,35.529998779296875,36.74000549316406,42.329986572265625
cam1-001-000909-0.tif,Lowland,Open,1208628.0,35.84303665161133,2.171571731567383,31.25,34.010009765625,35.850006103515625,37.57000732421875,43.489990234375
cam1-001-000909-0.tif,Lowland,Partial,1752921.0,34.76486587524414,1.994311809539795,30.889984130859375,33.290008544921875,34.170013427734375,35.92999267578125,43.649993896484375
cam1-001-001014-0.tif,Lowland,Open,979173.0,39.254825592041016,2.1480488777160645,33.45001220703125,37.69000244140625,39.649993896484375,40.80999755859375,46.170013427734375
cam1-001-001014-0.tif,Upland,Open,3240963.0,39.83130645751953,2.2887439727783203,33.010009765625,38.25,40.209991455078125,41.489990234375,48.889984130859375
cam1-001-001014-0.tif,Upland,Partial,21177.0,38.41400909423828,1.4027082920074463,35.730010986328125,37.25,38.410003662109375,39.3699951171875,41.889984130859375
cam1-001-001033-0.tif,Upland,Open,3529899.0,40.221763610839844,2.764836311340332,33.1300048828125,38.089996337890625,40.170013427734375,42.1300048828125,53.170013427734375
